S.N,District_Name,Zone,Ecological_Belt,Development_Region,Year_BS,Year_AD,condition,type,Male,Female,Age,Married,Unmarried,Education,Employment,lat,long,Age_Group,encoded_Conditions,encoded_Types,encoded_Education,encoded_Employment
156,Sindhupalchowk,Bagmati,Mountain,Central,2069,2012,Major,Anxiety,53,30,36,40,43.0,"College degree, bachelor, master",Unknown,27.94899924,85.75847357,Middle-age,0,1,0,0
157,Sindhupalchowk,Bagmati,Mountain,Central,2069,2012,Major,Mental retardation,23,21,50,20,24.0,"College degree, bachelor, master",yes,27.94899924,85.75847357,old,0,5,0,3
158,Sindhupalchowk,Bagmati,Mountain,Central,2069,2012,Severe,Hysteria,42,49,40,39,52.0,PhD/Doctorate,no,27.94899924,85.75847357,old,3,4,2,1
159,Sindhupalchowk,Bagmati,Mountain,Central,2069,2012,Normal,Alcoholism,29,46,28,57,18.0,"College degree, bachelor, master",no,27.94899924,85.75847357,Middle-age,2,0,0,1
160,Sindhupalchowk,Bagmati,Mountain,Central,2069,2012,Normal,Epilepsy,34,45,44,32,47.0,PhD/Doctorate,no,27.94899924,85.75847357,old,2,3,2,1
161,Kavre,Bagmati,Hill,Central,2069,2012,Minor,Depression,51,49,48,46,54.0,PhD/Doctorate,no,27.52503681,85.616478,old,1,2,2,1
162,Kavre,Bagmati,Hill,Central,2069,2012,Severe,Psychosis,37,59,51,24,72.0,"College degree, bachelor, master",no,27.52503681,85.616478,old,3,6,0,1
163,Kavre,Bagmati,Hill,Central,2069,2012,Minor,Anxiety,41,52,39,46,47.0,Unknown,no,27.52503681,85.616478,Middle-age,1,1,4,1
164,Kavre,Bagmati,Hill,Central,2069,2012,Major,Mental retardation,53,48,49,35,66.0,"College degree, bachelor, master",no,27.52503681,85.616478,old,0,5,0,1
165,Kavre,Bagmati,Hill,Central,2069,2012,Major,Hysteria,57,35,58,56,36.0,Up to 12 years of school,no,27.52503681,85.616478,old,0,4,5,1
166,Kavre,Bagmati,Hill,Central,2069,2012,Minor,Alcoholism,18,58,18,6,70.0,Unknown,no,27.52503681,85.616478,young,1,0,4,1
167,Kavre,Bagmati,Hill,Central,2069,2012,Major,Epilepsy,48,31,37,18,61.0,"College degree, bachelor, master",no,27.52503681,85.616478,Middle-age,0,3,0,1
168,Lalitpur,Bagmati,Hill,Central,2069,2012,Major,Depression,18,26,40,22,22.0,PhD/Doctorate,no,27.58871791,85.3453208,old,0,2,2,1
169,Lalitpur,Bagmati,Hill,Central,2069,2012,Normal,Psychosis,27,53,24,20,60.0,"College degree, bachelor, master",yes,27.58871791,85.3453208,Middle-age,2,6,0,3
170,Lalitpur,Bagmati,Hill,Central,2069,2012,Major,Anxiety,41,26,43,23,44.0,PhD/Doctorate,yes,27.58871791,85.3453208,old,0,1,2,3
171,Lalitpur,Bagmati,Hill,Central,2069,2012,Normal,Mental retardation,54,51,37,48,57.0,"College degree, bachelor, master",no,27.58871791,85.3453208,Middle-age,2,5,0,1
172,Lalitpur,Bagmati,Hill,Central,2069,2012,Major,Hysteria,40,49,39,60,29.0,"College degree, bachelor, master",no,27.58871791,85.3453208,Middle-age,0,4,0,1
173,Lalitpur,Bagmati,Hill,Central,2069,2012,Severe,Alcoholism,21,44,26,47,18.0,"College degree, bachelor, master",no,27.58871791,85.3453208,Middle-age,3,0,0,1
174,Lalitpur,Bagmati,Hill,Central,2069,2012,Major,Epilepsy,58,56,42,31,83.0,PhD/Doctorate,yes,27.58871791,85.3453208,old,0,3,2,3
175,Bhaktapur,Bagmati,Hill,Central,2069,2012,Major,Depression,59,38,55,26,71.0,"College degree, bachelor, master",retired,27.66294721,85.43855603,old,0,2,0,2
176,Bhaktapur,Bagmati,Hill,Central,2069,2012,Minor,Psychosis,28,49,43,51,26.0,PhD/Doctorate,yes,27.66294721,85.43855603,old,1,6,2,3
177,Bhaktapur,Bagmati,Hill,Central,2069,2012,Severe,Anxiety,46,22,21,22,46.0,"College degree, bachelor, master",yes,27.66294721,85.43855603,Middle-age,3,1,0,3
178,Bhaktapur,Bagmati,Hill,Central,2069,2012,Normal,Mental retardation,42,59,31,51,50.0,"College degree, bachelor, master",no,27.66294721,85.43855603,Middle-age,2,5,0,1
179,Bhaktapur,Bagmati,Hill,Central,2069,2012,Severe,Hysteria,52,32,59,31,53.0,Up to 12 years of school,yes,27.66294721,85.43855603,old,3,4,5,3
180,Bhaktapur,Bagmati,Hill,Central,2069,2012,Minor,Alcoholism,45,34,37,54,25.0,"College degree, bachelor, master",no,27.66294721,85.43855603,Middle-age,1,0,0,1
181,Bhaktapur,Bagmati,Hill,Central,2069,2012,Normal,Epilepsy,47,58,41,18,87.0,PhD/Doctorate,yes,27.66294721,85.43855603,old,2,3,2,3
182,Kathmandu,Bagmati,Hill,Central,2069,2012,Severe,Depression,25,59,19,33,51.0,"Some College, short continuing education or equivalent",no,27.7328855,85.35042992,young,3,2,3,1
183,Kathmandu,Bagmati,Hill,Central,2069,2012,Minor,Psychosis,25,20,39,45,0.0,"College degree, bachelor, master",no,27.7328855,85.35042992,Middle-age,1,6,0,1
184,Kathmandu,Bagmati,Hill,Central,2069,2012,Major,Anxiety,37,39,29,54,22.0,"College degree, bachelor, master",no,27.7328855,85.35042992,Middle-age,0,1,0,1
185,Kathmandu,Bagmati,Hill,Central,2069,2012,Minor,Mental retardation,40,52,25,43,49.0,Unknown,yes,27.7328855,85.35042992,Middle-age,1,5,4,3
186,Kathmandu,Bagmati,Hill,Central,2069,2012,Normal,Hysteria,47,54,26,30,71.0,"College degree, bachelor, master",no,27.7328855,85.35042992,Middle-age,2,4,0,1
187,Kathmandu,Bagmati,Hill,Central,2069,2012,Severe,Alcoholism,28,29,56,57,0.0,"College degree, bachelor, master",retired,27.7328855,85.35042992,old,3,0,0,2
188,Kathmandu,Bagmati,Hill,Central,2069,2012,Major,Epilepsy,26,21,47,41,6.0,PhD/Doctorate,yes,27.7328855,85.35042992,old,0,3,2,3
189,Nuwakot,Bagmati,Hill,Central,2069,2012,Major,Depression,53,60,55,50,63.0,None,yes,27.87213818,85.20553279,old,0,2,1,3
190,Nuwakot,Bagmati,Hill,Central,2069,2012,Major,Psychosis,54,32,49,27,59.0,"College degree, bachelor, master",yes,27.87213818,85.20553279,old,0,6,0,3
191,Nuwakot,Bagmati,Hill,Central,2069,2012,Normal,Anxiety,44,45,43,23,66.0,PhD/Doctorate,yes,27.87213818,85.20553279,old,2,1,2,3
192,Nuwakot,Bagmati,Hill,Central,2069,2012,Minor,Mental retardation,59,35,25,47,47.0,"College degree, bachelor, master",yes,27.87213818,85.20553279,Middle-age,1,5,0,3
193,Nuwakot,Bagmati,Hill,Central,2069,2012,Normal,Hysteria,59,36,44,40,55.0,PhD/Doctorate,yes,27.87213818,85.20553279,old,2,4,2,3
194,Nuwakot,Bagmati,Hill,Central,2069,2012,Severe,Alcoholism,27,28,37,28,27.0,"College degree, bachelor, master",no,27.87213818,85.20553279,Middle-age,3,0,0,1
195,Nuwakot,Bagmati,Hill,Central,2069,2012,Major,Epilepsy,19,48,51,41,26.0,"College degree, bachelor, master",yes,27.87213818,85.20553279,old,0,3,0,3
196,Rasuwa,Bagmati,Mountain,Central,2069,2012,Severe,Depression,21,34,51,47,8.0,"College degree, bachelor, master",yes,28.21369528,85.45366507,old,3,2,0,3
197,Rasuwa,Bagmati,Mountain,Central,2069,2012,Major,Psychosis,54,47,48,41,60.0,PhD/Doctorate,yes,28.21369528,85.45366507,old,0,6,2,3
198,Rasuwa,Bagmati,Mountain,Central,2069,2012,Severe,Anxiety,23,27,47,31,19.0,PhD/Doctorate,yes,28.21369528,85.45366507,old,3,1,2,3
199,Rasuwa,Bagmati,Mountain,Central,2069,2012,Minor,Mental retardation,44,60,35,32,72.0,"College degree, bachelor, master",no,28.21369528,85.45366507,Middle-age,1,5,0,1
200,Rasuwa,Bagmati,Mountain,Central,2069,2012,Normal,Hysteria,43,19,31,29,33.0,"College degree, bachelor, master",no,28.21369528,85.45366507,Middle-age,2,4,0,1
201,Rasuwa,Bagmati,Mountain,Central,2069,2012,Severe,Alcoholism,59,50,53,41,68.0,"College degree, bachelor, master",yes,28.21369528,85.45366507,old,3,0,0,3
202,Rasuwa,Bagmati,Mountain,Central,2069,2012,Severe,Epilepsy,25,60,34,34,51.0,"College degree, bachelor, master",no,28.21369528,85.45366507,Middle-age,3,3,0,1
203,Dhading,Bagmati,Hill,Central,2069,2012,Normal,Depression,40,20,20,29,31.0,"College degree, bachelor, master",no,27.9527537,84.98055863,Middle-age,2,2,0,1
204,Dhading,Bagmati,Hill,Central,2069,2012,Normal,Psychosis,22,29,19,25,26.0,"Some College, short continuing education or equivalent",no,27.9527537,84.98055863,young,2,6,3,1
205,Dhading,Bagmati,Hill,Central,2069,2012,Minor,Anxiety,23,29,39,19,33.0,"College degree, bachelor, master",no,27.9527537,84.98055863,Middle-age,1,1,0,1
206,Dhading,Bagmati,Hill,Central,2069,2012,Major,Mental retardation,47,20,27,26,41.0,"College degree, bachelor, master",no,27.9527537,84.98055863,Middle-age,0,5,0,1
207,Dhading,Bagmati,Hill,Central,2069,2012,Normal,Hysteria,59,35,30,49,45.0,"College degree, bachelor, master",no,27.9527537,84.98055863,Middle-age,2,4,0,1
208,Dhading,Bagmati,Hill,Central,2069,2012,Major,Alcoholism,32,34,44,40,26.0,PhD/Doctorate,no,27.9527537,84.98055863,old,0,0,2,1
209,Dhading,Bagmati,Hill,Central,2069,2012,Major,Epilepsy,42,42,50,21,63.0,"College degree, bachelor, master",no,27.9527537,84.98055863,old,0,3,0,1
210,Makawanpur,Narayani,Hill,Central,2069,2012,Major,Depression,41,43,43,19,65.0,PhD/Doctorate,no,27.43988382,85.11702565,old,0,2,2,1
211,Makawanpur,Narayani,Hill,Central,2069,2012,Minor,Psychosis,58,20,38,35,43.0,"College degree, bachelor, master",no,27.43988382,85.11702565,Middle-age,1,6,0,1
212,Makawanpur,Narayani,Hill,Central,2069,2012,Minor,Anxiety,45,42,32,19,68.0,"College degree, bachelor, master",no,27.43988382,85.11702565,Middle-age,1,1,0,1
213,Makawanpur,Narayani,Hill,Central,2069,2012,Normal,Mental retardation,45,42,32,37,50.0,Unknown,no,27.43988382,85.11702565,Middle-age,2,5,4,1
214,Makawanpur,Narayani,Hill,Central,2069,2012,Normal,Hysteria,19,47,27,28,38.0,Unknown,no,27.43988382,85.11702565,Middle-age,2,4,4,1
215,Makawanpur,Narayani,Hill,Central,2069,2012,Major,Alcoholism,56,47,50,56,47.0,Unknown,no,27.43988382,85.11702565,old,0,0,4,1
216,Makawanpur,Narayani,Hill,Central,2069,2012,Minor,Epilepsy,22,24,31,46,0.0,Unknown,no,27.43988382,85.11702565,Middle-age,1,3,4,1
217,Rautahat,Narayani,Terai,Central,2069,2012,Normal,Depression,23,34,20,27,30.0,"College degree, bachelor, master",no,27.03243961,85.29121681,Middle-age,2,2,0,1
218,Rautahat,Narayani,Terai,Central,2069,2012,Severe,Psychosis,52,19,23,54,17.0,None,yes,27.03243961,85.29121681,Middle-age,3,6,1,3
219,Rautahat,Narayani,Terai,Central,2069,2012,Major,Anxiety,36,49,28,33,52.0,"College degree, bachelor, master",no,27.03243961,85.29121681,Middle-age,0,1,0,1
220,Rautahat,Narayani,Terai,Central,2069,2012,Major,Mental retardation,25,33,18,4,54.0,Up to 12 years of school,no,27.03243961,85.29121681,young,0,5,5,1
221,Rautahat,Narayani,Terai,Central,2069,2012,Major,Hysteria,47,32,48,49,30.0,PhD/Doctorate,no,27.03243961,85.29121681,old,0,4,2,1
222,Rautahat,Narayani,Terai,Central,2069,2012,Minor,Alcoholism,25,58,42,19,64.0,PhD/Doctorate,no,27.03243961,85.29121681,old,1,0,2,1
223,Rautahat,Narayani,Terai,Central,2069,2012,Normal,Epilepsy,25,30,60,53,2.0,"College degree, bachelor, master",retired,27.03243961,85.29121681,old,2,3,0,2
224,Bara,Narayani,Terai,Central,2069,2012,Normal,Depression,27,25,30,50,2.0,"College degree, bachelor, master",no,27.13540854,85.06475248,Middle-age,2,2,0,1
225,Bara,Narayani,Terai,Central,2069,2012,Severe,Psychosis,40,21,34,31,30.0,"College degree, bachelor, master",no,27.13540854,85.06475248,Middle-age,3,6,0,1
226,Bara,Narayani,Terai,Central,2069,2012,Major,Anxiety,32,39,47,31,40.0,PhD/Doctorate,no,27.13540854,85.06475248,old,0,1,2,1
227,Bara,Narayani,Terai,Central,2069,2012,Major,Mental retardation,30,37,41,52,15.0,PhD/Doctorate,no,27.13540854,85.06475248,old,0,5,2,1
228,Bara,Narayani,Terai,Central,2069,2012,Normal,Hysteria,24,26,37,19,31.0,"College degree, bachelor, master",no,27.13540854,85.06475248,Middle-age,2,4,0,1
229,Bara,Narayani,Terai,Central,2069,2012,Normal,Alcoholism,41,33,47,51,23.0,PhD/Doctorate,no,27.13540854,85.06475248,old,2,0,2,1
230,Bara,Narayani,Terai,Central,2069,2012,Severe,Epilepsy,47,18,38,54,11.0,"College degree, bachelor, master",no,27.13540854,85.06475248,Middle-age,3,3,0,1
231,Parsa,Narayani,Terai,Central,2069,2012,Major,Depression,46,31,51,25,52.0,Unknown,no,27.18232286,84.76011359,old,0,2,4,1
232,Parsa,Narayani,Terai,Central,2069,2012,Normal,Psychosis,36,40,20,51,25.0,"College degree, bachelor, master",no,27.18232286,84.76011359,Middle-age,2,6,0,1
233,Parsa,Narayani,Terai,Central,2069,2012,Severe,Anxiety,43,40,44,29,54.0,PhD/Doctorate,no,27.18232286,84.76011359,old,3,1,2,1
234,Parsa,Narayani,Terai,Central,2069,2012,Severe,Mental retardation,58,55,28,28,85.0,"College degree, bachelor, master",no,27.18232286,84.76011359,Middle-age,3,5,0,1
235,Parsa,Narayani,Terai,Central,2069,2012,Major,Hysteria,29,29,30,58,0.0,"College degree, bachelor, master",no,27.18232286,84.76011359,Middle-age,0,4,0,1
236,Parsa,Narayani,Terai,Central,2069,2012,Normal,Alcoholism,19,52,19,29,42.0,"Some College, short continuing education or equivalent",no,27.18232286,84.76011359,young,2,0,3,1
237,Parsa,Narayani,Terai,Central,2069,2012,Major,Epilepsy,21,45,41,57,9.0,PhD/Doctorate,no,27.18232286,84.76011359,old,0,3,2,1
238,Chitwan,Narayani,Terai,Central,2069,2012,Major,Depression,25,32,49,31,26.0,"College degree, bachelor, master",no,27.54995278,84.36548036,old,0,2,0,1
239,Chitwan,Narayani,Terai,Central,2069,2012,Minor,Psychosis,34,51,60,56,29.0,Up to 12 years of school,no,27.54995278,84.36548036,old,1,6,5,1
240,Chitwan,Narayani,Terai,Central,2069,2012,Normal,Anxiety,21,54,53,23,52.0,"College degree, bachelor, master",no,27.54995278,84.36548036,old,2,1,0,1
241,Chitwan,Narayani,Terai,Central,2069,2012,Minor,Mental retardation,21,50,36,40,31.0,"College degree, bachelor, master",no,27.54995278,84.36548036,Middle-age,1,5,0,1
242,Chitwan,Narayani,Terai,Central,2069,2012,Normal,Hysteria,29,55,25,30,54.0,"College degree, bachelor, master",yes,27.54995278,84.36548036,Middle-age,2,4,0,3
243,Chitwan,Narayani,Terai,Central,2069,2012,Severe,Alcoholism,24,45,43,28,41.0,PhD/Doctorate,no,27.54995278,84.36548036,old,3,0,2,1
244,Chitwan,Narayani,Terai,Central,2069,2012,Severe,Epilepsy,50,46,30,36,60.0,"College degree, bachelor, master",no,27.54995278,84.36548036,Middle-age,3,3,0,1
245,Gorkha,Gandaki,Hill,Western,2069,2012,Normal,Depression,52,40,60,59,33.0,Unknown,yes,28.28884046,84.78048444,old,2,2,4,3
246,Gorkha,Gandaki,Hill,Western,2069,2012,Severe,Psychosis,40,37,18,5,72.0,Up to 12 years of school,no,28.28884046,84.78048444,young,3,6,5,1
247,Gorkha,Gandaki,Hill,Western,2069,2012,Minor,Anxiety,59,20,30,41,38.0,"College degree, bachelor, master",no,28.28884046,84.78048444,Middle-age,1,1,0,1
248,Gorkha,Gandaki,Hill,Western,2069,2012,Severe,Mental retardation,60,52,43,60,52.0,PhD/Doctorate,yes,28.28884046,84.78048444,old,3,5,2,3
249,Gorkha,Gandaki,Hill,Western,2069,2012,Severe,Hysteria,56,18,20,51,23.0,"College degree, bachelor, master",yes,28.28884046,84.78048444,Middle-age,3,4,0,3
250,Gorkha,Gandaki,Hill,Western,2069,2012,Severe,Alcoholism,47,23,41,43,27.0,PhD/Doctorate,yes,28.28884046,84.78048444,old,3,0,2,3
251,Gorkha,Gandaki,Hill,Western,2069,2012,Normal,Epilepsy,52,22,19,54,20.0,"Some College, short continuing education or equivalent",no,28.28884046,84.78048444,young,2,3,3,1
252,Lamjung,Gandaki,Hill,Western,2069,2012,Severe,Depression,41,34,49,52,23.0,"College degree, bachelor, master",yes,28.23682669,84.41790176,old,3,2,0,3
253,Lamjung,Gandaki,Hill,Western,2069,2012,Minor,Psychosis,45,22,44,34,33.0,PhD/Doctorate,yes,28.23682669,84.41790176,old,1,6,2,3
254,Lamjung,Gandaki,Hill,Western,2069,2012,Major,Anxiety,34,39,35,35,38.0,"College degree, bachelor, master",no,28.23682669,84.41790176,Middle-age,0,1,0,1
255,Lamjung,Gandaki,Hill,Western,2069,2012,Normal,Mental retardation,34,37,40,59,12.0,PhD/Doctorate,no,28.23682669,84.41790176,old,2,5,2,1
256,Lamjung,Gandaki,Hill,Western,2069,2012,Normal,Hysteria,32,40,45,19,53.0,PhD/Doctorate,no,28.23682669,84.41790176,old,2,4,2,1
257,Lamjung,Gandaki,Hill,Western,2069,2012,Normal,Alcoholism,48,20,31,60,8.0,Unknown,no,28.23682669,84.41790176,Middle-age,2,0,4,1
258,Lamjung,Gandaki,Hill,Western,2069,2012,Severe,Epilepsy,50,60,32,28,82.0,Unknown,no,28.23682669,84.41790176,Middle-age,3,3,4,1
259,Tanahu,Gandaki,Hill,Western,2069,2012,Normal,Depression,23,41,52,36,28.0,Unknown,no,27.94887859,84.23370592,old,2,2,4,1
260,Tanahu,Gandaki,Hill,Western,2069,2012,Major,Psychosis,52,35,32,26,61.0,Unknown,no,27.94887859,84.23370592,Middle-age,0,6,4,1
261,Tanahu,Gandaki,Hill,Western,2069,2012,Severe,Anxiety,26,30,30,39,17.0,"College degree, bachelor, master",no,27.94887859,84.23370592,Middle-age,3,1,0,1
262,Tanahu,Gandaki,Hill,Western,2069,2012,Major,Mental retardation,47,56,35,20,83.0,"College degree, bachelor, master",no,27.94887859,84.23370592,Middle-age,0,5,0,1
263,Tanahu,Gandaki,Hill,Western,2069,2012,Severe,Hysteria,53,53,51,34,72.0,Up to 12 years of school,Unknown,27.94887859,84.23370592,old,3,4,5,0
264,Tanahu,Gandaki,Hill,Western,2069,2012,Minor,Alcoholism,43,41,25,47,37.0,None,yes,27.94887859,84.23370592,Middle-age,1,0,1,3
265,Tanahu,Gandaki,Hill,Western,2069,2012,Severe,Epilepsy,47,33,52,47,33.0,"College degree, bachelor, master",Unknown,27.94887859,84.23370592,old,3,3,0,0
266,Syangja,Gandaki,Hill,Western,2069,2012,Major,Depression,33,54,53,24,63.0,PhD/Doctorate,Unknown,28.01170542,83.77998363,old,0,2,2,0
267,Syangja,Gandaki,Hill,Western,2069,2012,Major,Psychosis,44,24,51,25,43.0,"College degree, bachelor, master",Unknown,28.01170542,83.77998363,old,0,6,0,0
268,Syangja,Gandaki,Hill,Western,2069,2012,Severe,Anxiety,25,24,27,31,18.0,"College degree, bachelor, master",no,28.01170542,83.77998363,Middle-age,3,1,0,1
269,Syangja,Gandaki,Hill,Western,2069,2012,Normal,Mental retardation,32,45,46,54,23.0,PhD/Doctorate,no,28.01170542,83.77998363,old,2,5,2,1
270,Syangja,Gandaki,Hill,Western,2069,2012,Major,Hysteria,60,29,57,40,49.0,None,no,28.01170542,83.77998363,old,0,4,1,1
271,Syangja,Gandaki,Hill,Western,2069,2012,Severe,Alcoholism,38,60,37,52,46.0,"College degree, bachelor, master",no,28.01170542,83.77998363,Middle-age,3,0,0,1
272,Syangja,Gandaki,Hill,Western,2069,2012,Major,Epilepsy,27,47,55,31,43.0,"College degree, bachelor, master",Unknown,28.01170542,83.77998363,old,0,3,0,0
273,Kaski,Gandaki,Hill,Western,2069,2012,Normal,Depression,22,36,37,29,29.0,"College degree, bachelor, master",no,28.30661651,84.01052734,Middle-age,2,2,0,1
274,Kaski,Gandaki,Hill,Western,2069,2012,Major,Psychosis,37,47,53,21,63.0,Up to 9 years of school,Unknown,28.30661651,84.01052734,old,0,6,6,0
275,Kaski,Gandaki,Hill,Western,2069,2012,Major,Anxiety,47,21,20,35,33.0,"College degree, bachelor, master",yes,28.30661651,84.01052734,Middle-age,0,1,0,3
276,Kaski,Gandaki,Hill,Western,2069,2012,Major,Mental retardation,31,25,50,35,21.0,Up to 12 years of school,yes,28.30661651,84.01052734,old,0,5,5,3
277,Kaski,Gandaki,Hill,Western,2069,2012,Severe,Hysteria,59,50,28,33,76.0,"College degree, bachelor, master",no,28.30661651,84.01052734,Middle-age,3,4,0,1
278,Kaski,Gandaki,Hill,Western,2069,2012,Normal,Alcoholism,23,50,53,44,29.0,None,yes,28.30661651,84.01052734,old,2,0,1,3
279,Kaski,Gandaki,Hill,Western,2069,2012,Major,Epilepsy,55,52,23,38,69.0,None,yes,28.30661651,84.01052734,Middle-age,0,3,1,3
280,Manang,Gandaki,Mountain,Western,2069,2012,Severe,Depression,41,31,26,32,40.0,None,no,28.69469101,84.2357415,Middle-age,3,2,1,1
281,Manang,Gandaki,Mountain,Western,2069,2012,Minor,Psychosis,24,29,58,44,9.0,"College degree, bachelor, master",yes,28.69469101,84.2357415,old,1,6,0,3
282,Manang,Gandaki,Mountain,Western,2069,2012,Major,Anxiety,51,46,43,49,48.0,PhD/Doctorate,yes,28.69469101,84.2357415,old,0,1,2,3
283,Manang,Gandaki,Mountain,Western,2069,2012,Major,Mental retardation,40,34,50,51,23.0,Up to 12 years of school,yes,28.69469101,84.2357415,old,0,5,5,3
284,Manang,Gandaki,Mountain,Western,2069,2012,Severe,Hysteria,29,37,59,36,30.0,"College degree, bachelor, master",yes,28.69469101,84.2357415,old,3,4,0,3
285,Manang,Gandaki,Mountain,Western,2069,2012,Major,Alcoholism,53,48,40,20,81.0,PhD/Doctorate,no,28.69469101,84.2357415,old,0,0,2,1
286,Manang,Gandaki,Mountain,Western,2069,2012,Minor,Epilepsy,44,30,37,55,19.0,"College degree, bachelor, master",no,28.69469101,84.2357415,Middle-age,1,3,0,1
287,Mustang,Dhawalagiri,Mountain,Western,2069,2012,Severe,Depression,30,36,41,45,21.0,PhD/Doctorate,no,29.02209022,83.88796267,old,3,2,2,1
288,Mustang,Dhawalagiri,Mountain,Western,2069,2012,Severe,Psychosis,36,55,29,52,39.0,"College degree, bachelor, master",no,29.02209022,83.88796267,Middle-age,3,6,0,1
289,Mustang,Dhawalagiri,Mountain,Western,2069,2012,Severe,Anxiety,18,32,51,36,14.0,"College degree, bachelor, master",no,29.02209022,83.88796267,old,3,1,0,1
290,Mustang,Dhawalagiri,Mountain,Western,2069,2012,Minor,Mental retardation,56,40,26,53,43.0,"College degree, bachelor, master",no,29.02209022,83.88796267,Middle-age,1,5,0,1
291,Mustang,Dhawalagiri,Mountain,Western,2069,2012,Major,Hysteria,49,26,32,48,27.0,"College degree, bachelor, master",no,29.02209022,83.88796267,Middle-age,0,4,0,1
292,Mustang,Dhawalagiri,Mountain,Western,2069,2012,Normal,Alcoholism,57,45,41,33,69.0,PhD/Doctorate,no,29.02209022,83.88796267,old,2,0,2,1
293,Mustang,Dhawalagiri,Mountain,Western,2069,2012,Severe,Epilepsy,34,21,41,48,7.0,PhD/Doctorate,no,29.02209022,83.88796267,old,3,3,2,1
294,Myagdi,Dhawalagiri,Hill,Western,2069,2012,Major,Depression,28,27,56,55,0.0,Up to 9 years of school,no,28.52877381,83.47535629,old,0,2,6,1
295,Myagdi,Dhawalagiri,Hill,Western,2069,2012,Severe,Psychosis,50,21,60,43,28.0,None,no,28.52877381,83.47535629,old,3,6,1,1
296,Myagdi,Dhawalagiri,Hill,Western,2069,2012,Minor,Anxiety,59,50,29,38,71.0,"College degree, bachelor, master",no,28.52877381,83.47535629,Middle-age,1,1,0,1
297,Myagdi,Dhawalagiri,Hill,Western,2069,2012,Severe,Mental retardation,60,57,54,56,61.0,"College degree, bachelor, master",no,28.52877381,83.47535629,old,3,5,0,1
298,Myagdi,Dhawalagiri,Hill,Western,2069,2012,Minor,Hysteria,29,28,38,42,15.0,"College degree, bachelor, master",no,28.52877381,83.47535629,Middle-age,1,4,0,1
299,Myagdi,Dhawalagiri,Hill,Western,2069,2012,Severe,Alcoholism,24,43,29,33,34.0,"College degree, bachelor, master",no,28.52877381,83.47535629,Middle-age,3,0,0,1
300,Myagdi,Dhawalagiri,Hill,Western,2069,2012,Minor,Epilepsy,29,25,42,33,21.0,PhD/Doctorate,no,28.52877381,83.47535629,old,1,3,2,1
301,Parbat,Dhawalagiri,Hill,Western,2069,2012,Minor,Depression,41,50,43,38,53.0,PhD/Doctorate,no,28.19805363,83.67436777,old,1,2,2,1
302,Parbat,Dhawalagiri,Hill,Western,2069,2012,Severe,Psychosis,39,29,18,6,62.0,Up to 12 years of school,no,28.19805363,83.67436777,young,3,6,5,1
303,Parbat,Dhawalagiri,Hill,Western,2069,2012,Major,Anxiety,52,20,20,31,41.0,"College degree, bachelor, master",no,28.19805363,83.67436777,Middle-age,0,1,0,1
